34.259, 10.461, 75.896
33.005, 12.019, 72.472
31.743, 13.571, 68.878
30.469, 15.113, 65.086
29.186, 16.647, 61.059
27.899, 18.178, 56.747
26.614, 19.711, 52.079
25.335, 21.248, 46.949
24.061, 22.79, 41.185
22.807, 24.347, 34.472
21.866, 26.1, 26.134
21.733, 28.071, 25.072
22.559, 29.876, 57.794
23.89, 31.363, 79.516
25.432, 32.634, 90.342
27.075, 33.774, 89.523
28.766, 34.842, 86.639
30.481, 35.87, 83.656
32.207, 36.882, 80.563
33.933, 37.891, 77.346
35.653, 38.912, 73.989
37.359, 39.955, 70.473
39.048, 41.027, 66.771
40.709, 42.141, 62.853
42.34, 43.298, 58.673
43.931, 44.51, 54.171
45.475, 45.78, 49.26
46.965, 47.114, 43.802
48.424, 48.483, 37.559
49.967, 49.753, 30.049
51.739, 50.637, 20
52.7, 49.199, 48.338
52.483, 47.214, 80.595
52.05, 45.261, 77.38
51.538, 43.328, 74.025
50.988, 41.405, 70.51
50.421, 39.487, 66.811
49.851, 37.571, 62.894
49.288, 35.651, 58.717
48.741, 33.728, 54.219
48.221, 31.797, 49.312
47.74, 29.855, 43.86
47.314, 27.901, 37.627
46.966, 25.932, 30.13
46.739, 23.946, 20
46.687, 22.971, 0
46.687, 22.971, 0
45.615, 3, 0
endData
127
100
200
68.044, -6.581, 55.627, -6.333, 24.088, -8.247, 24.088, -0.373
24.088, -0.373, 24.088, 7.502, 23.84, -9.064, 23.592, -17.756
23.592, -17.756, 23.343, -26.448, 27.441, -20.488, 31.29, -23.219
31.29, -23.219, 35.139, -25.951, 38.243, -33.028, 47.68, -39.609
47.68, -39.609, 57.117, -46.19, 50.412, -43.21, 53.144, -46.811
53.144, -46.811, 55.875, -50.412, 50.164, -35.512, 47.184, -24.213
47.184, -24.213, 44.204, -12.913, 46.687, -32.78, 50.66, -34.394
50.66, -34.394, 54.634, -36.008, 54.882, -32.408, 59.104, -30.421
59.104, -30.421, 63.325, -28.434, 55.006, -20.488, 50.909, -10.554
50.909, -10.554, 46.811, -0.621, 43.831, -1.614, 36.753, 7.326
36.753, 7.326, 29.676, 16.266, 29.924, 15.645, 23.095, 23.964
23.095, 23.964, 16.266, 32.283, 35.263, 35.76, 47.432, 47.556
47.432, 47.556, 59.6, 59.352, 46.935, 34.394, 46.687, 22.971
#PATH.JERRYIO-DATA {"appVersion":"0.11.0","format":"LemLib v0.5","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2027 - Override","signature":"V5RC-Override-H2H-TopDownHighlighted-TileColor66_71","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"gFtx9vHaQk","x":68.0436099333737,"y":-6.580860084797092,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"RPR6r6gNtq","x":55.62689279224712,"y":-6.33252574197456,"lock":false,"visible":true,"__type":"control"},{"uid":"qg7csQ6TZ9","x":24.088431253785583,"y":-8.2465172622653,"lock":false,"visible":true,"__type":"control"},{"uid":"FoS4IBDNh1","x":24.088431253785583,"y":-0.3725015142337977,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"4xnzuoF0z4"},{"controls":[{"uid":"FoS4IBDNh1","x":24.088431253785583,"y":-0.3725015142337977,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"haBgXgJlpZ","x":24.088431253785583,"y":7.501514233797705,"lock":false,"visible":true,"__type":"control"},{"uid":"t5vaszRVjc","x":23.84009691096305,"y":-9.06420351302241,"lock":false,"visible":true,"__type":"control"},{"uid":"kvSHJYFmHO","x":23.59176256814052,"y":-17.755905511811022,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"5aRgBWS0xg"},{"controls":[{"uid":"kvSHJYFmHO","x":23.59176256814052,"y":-17.755905511811022,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"dJSyP4pFsK","x":23.34342822531799,"y":-26.447607510599635,"lock":false,"visible":true,"__type":"control"},{"uid":"sCCjdH45Ze","x":27.440944881889763,"y":-20.48758328285887,"lock":false,"visible":true,"__type":"control"},{"uid":"4Vsd5RzZp2","x":31.290127195639005,"y":-23.21926105390672,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"ocZrfs1vVy"},{"controls":[{"uid":"4Vsd5RzZp2","x":31.290127195639005,"y":-23.21926105390672,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"BSPA0FooDZ","x":35.13930950938825,"y":-25.95093882495457,"lock":false,"visible":true,"__type":"control"},{"uid":"MfANnfOLEZ","x":38.243488794669894,"y":-33.02846759539673,"lock":false,"visible":true,"__type":"control"},{"uid":"m4tLNLhKIW","x":47.6801938219261,"y":-39.60932768019382,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"mPgUCNskcM"},{"controls":[{"uid":"m4tLNLhKIW","x":47.6801938219261,"y":-39.60932768019382,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"020HohRz9S","x":57.11689884918231,"y":-46.19018776499092,"lock":false,"visible":true,"__type":"control"},{"uid":"MIg2JqFCtE","x":50.41187159297395,"y":-43.21017565112053,"lock":false,"visible":true,"__type":"control"},{"uid":"pK77yQTaw8","x":53.1435493640218,"y":-46.81102362204724,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"2lYycripte"},{"controls":[{"uid":"pK77yQTaw8","x":53.1435493640218,"y":-46.81102362204724,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"irT9toIaaP","x":55.87522713506965,"y":-50.411871592973945,"lock":false,"visible":true,"__type":"control"},{"uid":"cUcgl9Dh24","x":50.16353725015142,"y":-35.511811023622045,"lock":false,"visible":true,"__type":"control"},{"uid":"hUS3spTRRA","x":47.18352513628104,"y":-24.21259842519685,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"7nC7G2zb45"},{"controls":[{"uid":"hUS3spTRRA","x":47.18352513628104,"y":-24.21259842519685,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"7xDggi06Q2","x":44.20351302241066,"y":-12.913385826771652,"lock":false,"visible":true,"__type":"control"},{"uid":"voZtlJA7Fl","x":46.68685645063597,"y":-32.780133252574196,"lock":false,"visible":true,"__type":"control"},{"uid":"ORw5D1euXF","x":50.66020593579648,"y":-34.394306480920655,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"U7Qz8tKgBE"},{"controls":[{"uid":"ORw5D1euXF","x":50.66020593579648,"y":-34.394306480920655,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"AJ3XLl0lA9","x":54.633555420956995,"y":-36.008479709267114,"lock":false,"visible":true,"__type":"control"},{"uid":"mK1dhcZkrJ","x":54.881889763779526,"y":-32.4076317383404,"lock":false,"visible":true,"__type":"control"},{"uid":"5TauGaWHRo","x":59.10357359176256,"y":-30.420956995760143,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"eq1jw4q5hI"},{"controls":[{"uid":"5TauGaWHRo","x":59.10357359176256,"y":-30.420956995760143,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"DE2tObyUyx","x":63.3252574197456,"y":-28.434282253179887,"lock":false,"visible":true,"__type":"control"},{"uid":"bANs1JbxjP","x":55.006056935190784,"y":-20.48758328285887,"lock":false,"visible":true,"__type":"control"},{"uid":"hddxwzh9wt","x":50.908540278619014,"y":-10.554209569957601,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"WahbqeFni6"},{"controls":[{"uid":"hddxwzh9wt","x":50.908540278619014,"y":-10.554209569957601,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"aHhRIJLxFK","x":46.811023622047244,"y":-0.6208358570563313,"lock":false,"visible":true,"__type":"control"},{"uid":"nFFjNUDBXp","x":43.83101150817686,"y":-1.614173228346457,"lock":false,"visible":true,"__type":"control"},{"uid":"4fXzRYyKyq","x":36.7534827377347,"y":7.325863113264687,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"oDT3gMfKtk"},{"controls":[{"uid":"4fXzRYyKyq","x":36.7534827377347,"y":7.325863113264687,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"MKIWLBFncm","x":29.675953967292543,"y":16.265899454875832,"lock":false,"visible":true,"__type":"control"},{"uid":"5h5W62AAKM","x":29.924288310115077,"y":15.645063597819503,"lock":false,"visible":true,"__type":"control"},{"uid":"bJkPAy7rwB","x":23.095093882495455,"y":23.964264082374317,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"8WIGyG1ZhZ"},{"controls":[{"uid":"bJkPAy7rwB","x":23.095093882495455,"y":23.964264082374317,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"8QJqjRLIxd","x":16.265899454875832,"y":32.28346456692913,"lock":false,"visible":true,"__type":"control"},{"uid":"eDZXHgeeAK","x":35.26347668079951,"y":35.760145366444576,"lock":false,"visible":true,"__type":"control"},{"uid":"Hu4Evnpe4o","x":47.43185947910357,"y":47.55602665051484,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"XSiWm4laKt"},{"controls":[{"uid":"Hu4Evnpe4o","x":47.43185947910357,"y":47.55602665051484,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"dNiUUSujmd","x":59.60024227740763,"y":59.3519079345851,"lock":false,"visible":true,"__type":"control"},{"uid":"EgghtEAzOr","x":46.9351907934585,"y":34.39430648092065,"lock":false,"visible":true,"__type":"control"},{"uid":"3jA4qnpv02","x":46.68685645063597,"y":22.97092671108419,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"CIFwGftA7M"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"nN4bteM7ea","lock":false,"visible":true}]}
